CKEY;CREF;CNUM;CEND;TEXTCODE;NAME
;;;;5.11.20.2.;5.11.20.2. С изучением культуральных свойств и идентификацией возбудителя
;;;;5.11.21.;5.11.21. ИССЛЕДОВАНИЕ ТРУПНОГО МАТЕРИАЛА (ОТРЕЗКИ ТОНКОГО КИШЕЧНИКА,ПЕЧЕНЬ,СЕЛЕЗЕНКА) НА ПАТОГЕННУЮ И УСЛОВНО-ПАТОГЕННУЮ МИКРО-
;;;;5.11.21.1.;5.11.21.1. Без отбора колоний
;;;;5.11.21.2.;5.11.21.2. С изучением культуральных свойств и идентификацией возбудителя
;;;;5.11.22.;5.11.22. Определение чувствительности микро- организмов к антибиотикам
;;;;5.11.23.;5.11.23. Колицинотипирование
;;;;5.11.24.;5.11.24. Определение термоустойчивости ши- гелл и сальмонелл
;;;;5.11.25.;5.11.25. ОПРЕДЕЛЕНИЕ ФАГОВАРА:
;;;;5.11.25.1.;5.11.25.1. Брюшнотифозных культур
;;;;5.11.25.2.;5.11.25.2. Паратифозных культур
;;;;5.11.25.3.;5.11.25.3. Сальмонеллы энтеритидис
;;;;5.11.25.4.;5.11.25.4. Золотистого стафилококка
;;;;5.11.25.5.;5.11.25.5. НАГ вибриона
;;;;5.11.26.;5.11.26. КОНТРОЛЬ КАЧЕСТВА ПИТАТЕЛЬНЫХ СРЕД
;;;;5.11.26.1.;5.11.26.1. Качественный метод
;;;;5.11.26.2.;5.11.26.2. количественный метод
;;;;5.11.26.3.;5.11.26.3. На холеру
;;;;5.11.27.;5.11.27. ПЕРЕСЕВ МУЗЕЙНЫХ КУЛЬТУР :
;;;;5.11.27.1.;5.11.27.1. Без изучения биохимических  свойств
;;;;5.11.27.2.;5.11.27.2. С изучением биохимических и серологических свойств
;;;;5.11.28.;5.11.28. Подготовка материала или культур для отправки в вышестоящие учреждения
;;;;5.11.29.;5.11.29. Восстановление агглютинабельности штаммовэнтеробактерий (метод Свен-Гарда,пита- тельные среды и т.д.)
;;;;5.11.3.;5.11.3. НА КОКЛЮШ И ПАРАКОКЛЮШ:
;;;;5.11.3.1.;5.11.3.1. Без отбора колоний
;;;;5.11.3.2.;5.11.3.2. С изучением морфологических,биохи- мических и серологических свойств
;;;;5.11.30.;5.11.30. контроль питательных сред (ростовые качества)
;;;;5.11.31.;5.11.31. Контроль питательных сред(стерильность)
;;;;5.11.32.;5.11.32. ИССЛЕДОВАНИЕ НА МИКОБАКТЕРИИ ТУБЕР- КУЛЕЗА КУЛЬТУРАЛЬНЫМ МЕТОДОМ:
;;;;5.11.32.1.;5.11.32.1. При доставке материала транспор- том направившего учреждения
;;;;5.11.32.2.;5.11.32.2. При сборе и доставке материала экспедицией баклаборатории
;;;;5.11.33.;5.11.33. Посев на гонококки
;;;;5.11.34.;5.11.34. Посев с определением чувствительности к антибиотикам
;;;;5.11.35.;5.11.35. Посев на грибы
;;;;5.11.36.;5.11.36. Исследование лекарственной чувстви- тельности культур микобактерий туберкулеза, доставленные из посевных пунктов лечебн
;;;;5.11.37.;5.11.37. Исследование на микобактерии тубер- кулеза методом люминисцентной микроскопии
;;;;5.11.38.;5.11.38. Пробирка с питательной средой для посева патологического материала на МБТ Финн-2
;;;;5.11.39.;5.11.39. ИССЛЕДОВАНИЕ НА МИКОБАКТЕРИИ ТУБЕР- КУЛЕЗА:
;;;;5.11.39.1.;5.11.39.1. Исследование на микобактерии ту- беркулеза методом флотации Левенштейна-Иенсена
;;;;5.11.39.2.;5.11.39.2. Пробирка с питательной средой Ле- венштейна-Иенсена
;;;;5.11.4.;5.11.4. НА СТРЕПТОКОКК (ОТДЕЛЯЕМОЕ ЗЕВА):
;;;;5.11.4.1.;5.11.4.1. Без отбора колоний
;;;;5.11.4.2.;5.11.4.2. С изучением морфологических,биохи- мических свойств
;;;;5.11.40.;5.11.40. ИССЛЕДОВАНИЕ СМЫВОВ НА САНИТАРНО- ПОКАЗАТЕЛЬНЫЕ МИКРООРГАНИЗМЫ
;;;;5.11.40.1.;5.11.40.1. СМЫВЫ:
;;;;5.11.40.1.1.;5.11.40.1.1. БККП (бактерии группы кишечной палочки)
;;;;5.11.40.1.2.;5.11.40.1.2. Стафилококк
;;;;5.11.40.1.3.;5.11.40.1.3. Условно-патогенную микрофлору
;;;;5.11.40.2.;5.11.40.2. ВОЗДУХ ПОМЕЩЕНИЙ :
;;;;5.11.40.2.1.;5.11.40.2.1. Аспирационный метод
;;;;5.11.40.2.2.;5.11.40.2.2. Седиментационный метод
;;;;5.11.40.3.;5.11.40.3. МАТЕРИАЛ НА СТЕРИЛЬНОСТЬ
;;;;5.11.40.3.1.;5.11.40.3.1. Перевязочный материал,инструментарий
;;;;5.11.40.3.2.;5.11.40.3.2. Шовный материал
;;;;5.11.41.;5.11.41. Мазок с конъюктивы глаза на микрофлору
;;;;5.11.42.;5.11.42. Посев с конъюктивы глаза на микроф- лору и чувствительность к антибиотикам
;;;;5.11.43.;5.11.43. ВИРУСОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ
;;;;5.11.43.1.;5.11.43.1. Исследование секционного материала на антиген к ОРВИ с иммунофлюоресцирующими глобулинами
;;;;5.11.43.2.;5.11.43.2. Исследование клинического материала от больных на антигены ОРВИ с иммунофлюоресцирующими глобулинами
;;;;5.11.43.3.;5.11.43.3. Определение антител к четырем видам гриппа методом РТГА
;;;;5.11.43.4.;5.11.43.4. Определение титра антител в РНИФ на ГЛПС
;;;;5.11.5.;5.11.5. НА МЕНИНГОКОКК :
;;;;5.11.5.1.;5.11.5.1. НОСОГЛОТОЧНАЯ СЛИЗЬ
;;;;5.11.5.1.1.;5.11.5.1.1. Без отбора колоний
;;;;5.11.5.1.2.;5.11.5.1.2. С изучением морфологических,био- химических и серологических свойств
;;;;5.11.5.2.;5.11.5.2. ЛИКВОР
;;;;5.11.5.2.1.;5.11.5.2.1. Без отбора колоний
;;;;5.11.5.2.2.;5.11.5.2.2. С изучением морфологических,биохимических свойств
;;;;5.11.5.3.;5.11.5.3. КРОВЬ
;;;;5.11.5.3.1.;5.11.5.3.1. Без отбора колоний
;;;;5.11.5.3.2.;5.11.5.3.2. С изучением морфологических,био- химических и серологических свойств
;;;;5.11.5.4.;5.11.5.4. Микроскопия ликвора,толстой капли и мазка крови
;;;;5.11.5.5.;5.11.5.5. МАТЕРИАЛ ПРИ АУТОПСИИ :
;;;;5.11.5.5.1.;5.11.5.5.1. НА АНАЭРОБЫ
;;;;5.11.5.5.1.1.;5.11.5.5.1.1. При отсутствии подозрительного роста
;;;;5.11.5.5.1.2.;5.11.5.5.1.2. С изучением морфологических свойств и идентификацией возбудителя
;;;;5.11.6.;5.11.6. НА ГРИБЫ РОДА КАНДИДЫ
;;;;5.11.6.1.;5.11.6.1. Без отбора колоний
;;;;5.11.6.2.;5.11.6.2. С изучением морфологических свойств и идентификацией возбудителя
;;;;5.11.7.;5.11.7. КРОВЬ НА СТЕРИЛЬНОСТЬ
;;;;5.11.7.1.;5.11.7.1. Без отбора колоний
;;;;5.11.7.2.;5.11.7.2. С изучением морфологических свойств и идентификацией возбудителя
;;;;5.11.8.;5.11.8. КРОВЬ НА ГЕМОКУЛЬТУРУ
;;;;5.11.8.1.;5.11.8.1. Без отбора колоний
;;;;5.11.8.2.;5.11.8.2. С изучением морфологических свойств и идентификацией возбудителя
;;;;5.11.9.;5.11.9. МАТЕРИАЛ НА МИКРОФЛОРРУ :
;;;;5.11.9.1.;5.11.9.1. МОКРОТА,СМЫВ С БРОНХОВ
;;;;5.11.9.1.1.;5.11.9.1.1. КОЛИЧЕСТВЕННЫЙ МЕТОД
;;;;5.11.9.1.1.1.;5.11.9.1.1.1. Без отбора колоний
;;;;5.11.9.1.1.2.;5.11.9.1.1.2. С изучением морфологических свойств и идентификацией возбудителя
;;;;5.11.9.1.2.;5.11.9.1.2. ПОЛУКОЛИЧЕСТВЕННЫЙ МЕТОД
;;;;5.11.9.1.2.1.;5.11.9.1.2.1. Без отбора колоний
;;;;5.11.9.1.2.2.;5.11.9.1.2.2. С изучением морфологических свойств и идентификацией возбудителя
;;;;5.11.9.2.;5.11.9.2. ДРУГОЙ КЛИНИЧЕСКИЙ МАТЕРИАЛ НА ФЛОРУ(МОЧА,ЖЕЛЧЬ,ОТДЕЛЯЕМОЕ,ГЛАЗ,УШЕЙ,РАН,ПУ- НКТАТО В,ЖЕНСКИХ ПОЛОВЫХ ОРГАНОВ И ДР.)
;;;;5.11.9.2.1.;5.11.9.2.1. Без отбора колоний
;;;;5.11.9.2.2.;5.11.9.2.2. С изучением морфологических свойств и идентификацией возбудителя
;;;;5.12.;5.12. ИММУНОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ
;;;;5.12.1.;5.12.1. Исследование лейкоцитарных антигенов по системе H-А Локус АСС
;;;;5.12.10.;5.12.10. Проба на индивидуальную совместимость компонентов крови одного донора по системе АВО аппаратным методом
;;;;5.12.11.;5.12.11. Проба на индивидуальную совместимость компонентов крови одного донора по системе Rh аппаратным методом
;;;;5.12.12.;5.12.12. Идентификация выявленных антител
;;;;5.12.13.;5.12.13. Расширенное фенотипирование эритроцитов при наличии антител
;;;;5.12.14.;5.12.14. Определение субклассов антирезус антител (IgG1, IgG3) для прогноза тяжести гемолитической болезни новорожденных
;;;;5.12.2.;5.12.2. Определение антитромбоцитарных анти- тел в микроварианте РСК
;;;;5.12.3.;5.12.3. Определение титра антител (антирезус)
;;;;5.12.4.;5.12.4. ПОДБОР ДОНОРА ТКАНЕВОГО ТРАНСПЛАНТА- НТА:
;;;;5.12.4.1.;5.12.4.1. ПРОБА НА ИНДИВИДУАЛЬНУЮ СОВМЕСТИ- МОСТЬ ПО АНТИГЕНАМ:
;;;;5.12.4.1.1.;5.12.4.1.1. По системе АВО
;;;;5.12.4.1.2.;5.12.4.1.2. По эритроцитам
;;;;5.12.4.1.3.;5.12.4.1.3. По системе лейкоцитов
;;;;5.12.4.2.;5.12.4.2. ТИПИРОВАНИЕ КРОВИ:
;;;;5.12.4.2.1.;5.12.4.2.1. По системе локус Д
;;;;5.12.4.2.2.;"5.12.4.2.2. На антиген В-27 для подтвержде- ния диагнозов болезни ""Рейна"",ревматойдного артрита,анкилозирующего спондилита"
;;;;5.12.5.;5.12.5. Определение антител IgG к Mycobakterium tuberkulesis - Helicobacter pylori
;;;;5.12.6.;5.12.6. Определение резус-фактора плода
;;;;5.12.7.;5.12.7. Определение титра иммунных анти-А, анти-В антител
;;;;5.12.8.;5.12.8. Определение титра неиммунных анти-А, анти-В антител
;;;;5.12.9.;5.12.9. Определение титра антирезусных антител аппаратным методом
;;;;5.13.;5.13. ИММУНОФЕРМЕНТНЫЕ ИССЛЕДОВАНИЯ
;;;;5.13.1.;5.13.1. Определение антигена ротавирусов группы А в фекалиях
;;;;5.13.10.;5.13.10. Опр-е напряженности иммунитета к дифтерии
;;;;5.13.11.;5.13.11. Определение Micoplasma homins Ureaplasma urealyticum
